timestamp,#Launch_Tag,Launch_JD,Launch_Date,LV_Type,Variant,Flight_ID,Flight,Mission,FlightCode,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Apogee,Apoflag,Range,RangeFlag,Dest,OrbPay,Agency,LaunchCode,FailCode,Group,Category,LTCite,Cite,Notes,lat,lon,emit
2023-06-15 10:25:00,2023-M06  ,2460110.93,2023 Jun 15 1025,KN-25,?,-,-,-,-,-,SUNAN,-,-,-,     60,?,  330,?,-,0.0,KPA,MS,-,-,Test,Wire,-,-,39.2674,125.6752,0.0
2023-06-15 10:37:00,2023-M07  ,2460110.94,2023 Jun 15 1037,KN-25,?,-,-,-,-,-,SUNAN,-,-,-,     60,?,  330,?,-,0.0,KPA,MS,-,-,Test,Wire,-,-,39.2674,125.6752,0.0
2023-06-18 01:24:00,2023-S29  ,2460113.56,2023 Jun 18 0124,HASTE,-,38,Scout's Arrow,DYNAMO-A,-,-,MARS,Pad 0C,-,-,    300,?, 1300, ,-,0.0,RLABU,SS,-,-,Hypersonic,youtube.com,-,-,37.83,-75.48,0.0
2023-06-18 22:21:00,2023-086 ,2460114.43,2023 Jun 18 2221,Falcon 9,FT5,235/B1067.12 F234,Satria,Satria,-,-,CC,LC40,-,-,      -, ,    -, ,-,4.6,SPX,OS,-,C,Sat STO O,Wire,-,-,28.46,-80.54,0.0
2023-06-20 03:18:00,2023-087 ,2460115.64,2023 Jun 20 0318,Chang Zheng 6,-,Y12,Shiyan 25,Shiyan 25,-,-,TYSC,LC16,-,-,      -, ,    -, ,-,0.1,SAST,OS,-,G,Sat SSO O,nasaspaceflight.com,xinhuanet.com,-,37.5,112.6,0.0
2023-06-22 07:19:00,2023-088 ,2460117.8,2023 Jun 22 0719:00,Falcon 9,FT5,236/B1075.4  F235,Starlink-90,Starlink Group 5-7,V1.5 5-7  (47 Ku),-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,14.355,SPX,OS,-,C,Sat LEO D,Wire,-,-,34.63,-120.61,0.0
2023-06-22 09:18:00,2023-089 ,2460117.89,2023 Jun 22 0918:00,Delta 4H,B,D4-44/D388,USA 345,ORION 11?,NROL-68,-,CC,SLC37B,-,-,      -, ,    -, ,-,5.0,ULAB,OS,-,CG/G,Sat GEO O,Wire,-,-,28.46,-80.54,0.0
2023-06-23 15:35:10,2023-090 ,2460119.15,2023 Jun 23 1535:10,Falcon 9,FT5,234/B1069.8  F236,Starlink-91,Starlink Group 5-12,V1.5 5-12 (56 Ku),-,CC,LC40,-,-,      -, ,    -, ,-,17.1,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2023-06-26 20:00:00,2023-S30  ,2460122.33,2023 Jun 26 2000,Terrier Oriole Oriole,-,-,VMAX,-,-,-,CEL,SUD-1,-,-,    200,?,    -, ,-,0.0,DMA,MS,-,-,Test,air-cosmos.com,-,-,44.45,-1.25,0.0
2023-06-27 11:34:49,2023-091 ,2460122.98,2023 Jun 27 1134:49,Soyuz-2-1B,Fregat,Kh15000-010/ 142-02,Meteor-M No. 2-3,Soyuz Rideshare 11,-,-,VOST,PU1S,-,-,      -, ,    -, ,-,3.407,FKA,OS,-,G,Sat SSO SD,nasaspaceflight.com,-,-,51.7,128.0,0.0
2023-06-29 15:28:37,2023-S31  ,2460125.14,2023 Jun 29 1528:37,Spaceship Two,-,VSS Unity,WK2-317/VG-026,Galactic 01,N202VG-026,WK2,SPAM,RW16/34,SPAM,EBR P3,     87, ,    -, ,SPAM,0.0,VGX,SS,-,VGX/,-,twitter.com,-,-,32.99,-106.97,0.0
2023-07-01 15:12:00,2023-092 ,2460127.13,2023 Jul  1 1512,Falcon 9,FT5,238/B1080.2  F237,Euclid,Euclid,-,-,CC,LC40,-,-,      -, ,    -, ,-,1.921,SPX,DS,-,C/OG,Sat EEO E,Wire,-,-,28.46,-80.54,0.0
2023-07-05 22:00:07,2023-093 ,2460131.42,2023 Jul  5 2200:07,Ariane 5ECA+,-,VA261 (5119),H2SAT/Syracuse 4B,Heinrich Hertz/Syracuse,-,-,CSG,ELA3,-,-,      -, ,    -, ,-,7.42,AE,OS,-,CO/G,Sat GTO SO 1,Wire,-,-,5.2333,-52.7517,0.0
2023-07-07 19:29:50,2023-094 ,2460133.31,2023 Jul  7 1929:50,Falcon 9,FT5,239/B1063.12 F238,Starlink-92,Starlink Group 5-13,V1.5 5-13 (48 Ku),-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,14.66,SPX,OS,-,C,Sat LEO D,Wire,-,-,34.63,-120.61,0.0
2023-07-09 11:00:00,2023-095 ,2460134.96,2023 Jul  9 1100,Chang Zheng 2C/YZ-1S,-,Y52/Y3,WHJSW-1,WHJSW 01,-,-,JQ,LC43/94,-,-,      -, ,    -, ,-,0.6,CALT,OS,-,G,Sat LEO SP,nasaspaceflight.com,xinhuanet.com,-,41.31,100.31,0.0
2023-07-10 03:58:50,2023-096 ,2460135.67,2023 Jul 10 0358:50,Falcon 9,FT5,240/B1058.16 F239,Starlink-93,Starlink Group 6-5,V2M  6-5  (22 Ku),-,CC,LC40,-,-,      -, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2023-07-12 00:59:00,2023-U03  ,2460137.54,2023 Jul 12 0059,Hwasong-18,-,-,-,-,-,-,CHDONG,-,-,-,   6648, , 1001, ,-,0.0,JRG,MS,-,-,Sat LEO S,Wire,-,-,39.1118,125.9976,0.0
2023-07-12 01:00:00,2023-097 ,2460137.54,2023 Jul 12 0100,Zhuque-2,-,Y2,Dummy payload,-,-,-,JQ,LC43/96,-,-,    400, ,    -, ,-,0.05,LANDSP,OS,-,C,Sat SSO O,nasaspaceflight.com,-,-,41.31,100.31,0.0
2023-07-14 09:05:17,2023-098 ,2460139.88,2023 Jul 14 0905:17,LVM3,-,LVM3-M4,Chandrayaan-3,Chandrayaan-3,-,-,SHAR,SLP,-,-,      -, ,    -, ,-,3.895,ISRO,DS,-,G,Sat GTO O,Wire,-,-,13.621,80.303,0.0
2023-07-16 03:50:00,2023-099 ,2460141.66,2023 Jul 16 0350:00,Falcon 9,FT5,237/B1060.16 F240,Starlink-94,Starlink Group 5-15,V1.5 5-15 (54 Ku),-,CC,LC40,-,-,      -, ,    -, ,-,16.49,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2023-07-18 01:27:00,2023-100 ,2460143.56,2023 Jul 18 0127,Electron,-,39,Baby Come Back,Electron 39 Rideshare,LEO-3/Starling/Lemur,-,MAHIA,LC1B,-,-,      -, ,    -, ,-,0.088,RLABN,OS,-,C,Sat LEO OO,Wire,-,-,-39.2609,177.8655,0.0
2023-07-20 03:20:00,2023-101 ,2460145.64,2023 Jul 20 0320,Kuaizhou-1A,-,Y22,Tianmu-1 07-10,-,-,-,JQ,LC43/95A,-,-,      -, ,    -, ,-,0.2,EXPACE,OS,-,C,Sat SSO P,nasaspaceflight.com,-,-,41.31,100.31,0.0
